session,driver_number,lap_number,lap_time,tire_compound,tire_age_at_start,track_temperature,air_temperature,wind_speed,humidity,pressure
Practice 1,18,1,,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,1,,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,1,,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,1,,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,1,,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,1,,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,1,,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,1,,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,1,,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,1,,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,1,,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,1,,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,1,,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,1,,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,1,,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,1,,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,1,,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,1,,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,2,119.436,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,2,99.308,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,2,116.618,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,2,100.337,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,2,102.182,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,2,100.348,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,2,100.645,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,2,97.895,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,2,98.999,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,2,99.624,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,2,99.012,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,2,98.224,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,2,100.995,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,1,,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,2,100.014,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,2,98.169,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,2,97.991,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,3,136.213,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,2,98.953,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,2,99.109,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,3,100.963,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,3,100.925,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,3,100.017,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,3,98.97,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,1,,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,3,155.369,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,3,138.582,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,3,137.544,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,3,143.545,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,3,172.594,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,3,142.692,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,3,138.76,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,3,141.92,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,3,159.585,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,3,145.883,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,3,156.196,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,3,140.505,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,2,101.972,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,4,151.423,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,4,153.382,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,4,99.667,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,4,130.853,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,4,98.113,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,2,99.115,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,4,95.782,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,4,96.128,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,4,97.394,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,4,96.838,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,4,96.368,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,3,99.16,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,4,97.859,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,5,138.689,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,4,97.716,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,5,136.053,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,4,96.386,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,4,97.762,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,3,134.324,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,4,97.186,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,4,96.421,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,4,97.649,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,5,96.944,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,5,99.236,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,5,165.023,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,5,124.286,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,5,159.914,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,5,159.147,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,5,167.373,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,5,174.004,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,4,142.928,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,5,145.299,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,5,146.593,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,5,189.077,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,5,157.383,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,5,148.819,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,5,160.818,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,5,162.126,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,6,97.995,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,6,132.482,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,6,97.338,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,6,152.817,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,4,97.638,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,6,96.964,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,6,172.682,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,6,95.718,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,6,96.453,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,5,98.66,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,7,126.382,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,6,96.509,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,6,128.992,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,7,133.923,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,6,96.89,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,5,135.905,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,6,95.683,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,6,96.642,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,6,128.952,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,6,95.781,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,6,97.089,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,7,168.275,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,7,98.335,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,7,165.968,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,7,164.761,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,6,173.437,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,6,145.972,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,7,159.657,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,7,156.256,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,7,95.692,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,7,157.287,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,8,97.448,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,7,125.671,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,7,96.347,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,8,96.988,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,7,164.95,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,6,96.413,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,7,131.496,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,8,154.198,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,7,96.198,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,8,142.269,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,9,123.393,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,8,95.851,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,8,144.473,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,7,95.571,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,9,123.597,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,7,97.292,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,8,95.593,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,7,137.55,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,8,95.967,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,8,96.064,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,8,127.29,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,8,96.356,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,8,95.829,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,3,839.654,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,8,105.543,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,9,97.115,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,9,184.738,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,8,165.313,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,8,163.677,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,9,138.273,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,9,156.368,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,9,94.776,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,9,135.071,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,9,145.194,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,9,146.8,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,9,95.336,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,8,110.938,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,4,99.982,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,10,145.526,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,7,542.322,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,10,122.074,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,10,119.86,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,10,95.782,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,5,98.087,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,9,106.689,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,9,96.984,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,10,128.932,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,10,134.804,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,10,95.133,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,11,96.336,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,8,99.677,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,11,121.03,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,6,143.858,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,10,112.717,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,11,126.035,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,11,95.291,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,11,95.005,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,12,117.719,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,9,97.35,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,12,119.87,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,7,96.412,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,12,130.896,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,10,138.701,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,9,555.792,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,8,130.925,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,11,95.804,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,10,699.084,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,10,94.98,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,12,120.004,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,8,855.178,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,9,170.115,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,10,640.731,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,11,154.953,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,11,95.49,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,10,850.951,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,12,524.351,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,10,782.742,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,10,96.166,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,9,95.006,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,8,1016.956,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,11,95.695,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,12,125.166,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,12,570.776,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,13,550.13,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,11,604.895,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,13,172.204,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,11,738.147,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,11,95.793,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,9,929.091,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,11,767.65,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,12,161.178,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,11,141.983,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,13,119.747,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,10,168.852,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,12,148.749,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,13,554.835,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,11,169.119,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,10,841.488,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,9,133.05,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,13,127.678,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,12,145.71,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,14,119.051,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,13,141.91,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,12,130.031,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,14,134.096,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,12,131.547,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,12,132.333,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,10,147.255,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,14,146.573,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,13,144.241,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,12,135.739,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,11,147.494,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,10,129.121,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,14,116.835,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,13,166.237,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,15,97.155,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,14,94.065,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,12,93.944,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,13,110.266,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,11,94.155,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,14,152.054,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,15,95.465,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,13,150.199,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,13,93.522,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,13,170.991,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,11,151.084,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,15,149.27,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,14,94.721,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,13,786.515,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,13,113.953,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,16,111.624,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,15,188.122,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,15,95.199,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,13,160.681,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,11,95.088,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,12,196.48,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,14,95.456,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,12,94.887,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,16,156.184,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,14,95.474,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,14,136.866,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,15,138.622,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,15,93.35,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,14,93.807,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,14,95.778,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,16,130.877,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,12,142.498,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,14,94.278,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,12,93.476,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,15,132.202,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,16,94.042,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,13,136.457,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,81,15,129.307,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,16,175.812,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,15,106.99,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,15,174.77,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,17,153.323,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,14,169.641,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,15,122.103,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,15,162.771,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,16,178.16,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,16,134.74,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,13,116.788,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,22,17,138.723,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,13,191.217,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,13,94.985,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,16,96.163,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,9,1438.117,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,15,138.278,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,18,94.894,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,14,115.949,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,17,94.639,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,24,17,124.491,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,16,160.241,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,17,93.695,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,16,152.72,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,14,404.407,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,17,180.195,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,17,402.179,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,14,93.54,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,10,95.385,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,40,19,115.746,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,10,18,114.924,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,63,18,129.085,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,16,93.428,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,44,15,123.328,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,15,94.751,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,18,94.239,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,11,151.504,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,17,93.725,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,17,94.066,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,18,93.455,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,55,17,115.923,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,14,431.56,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,16,150.583,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,19,139.026,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,11,18,131.376,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,31,18,132.553,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,16,19,163.689,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,17,524.444,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,23,12,154.905,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,20,15,99.416,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,1,14,495.238,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,14,20,93.974,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,4,16,574.053,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,18,17,125.947,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,77,18,94.802,MEDIUM,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,2,16,568.627,HARD,0,45.7,32.0,2.0,60.0,1007.7
Practice 1,27,15,428.235,HARD,0,45.7,32.0,2.0,60.0,1007.7
